Item Code,Item Name,Item Group,Item category,Item Sub-Category,
,550 Wp Mono Bifacial Non DCR-PREMIER,,Module,Mono Bifacial Non DCR (all makes),
,ACDB 3-IN-1-OUT-SM-ME-Indoor-Adithya Elixir_1,,Junction Box,ACDB,
,DCDB 2-IN-2-OUT-WM-PCABS-Indoor-Melange C wing_1,,Junction Box,DCDB,
,ACDB 1-IN-1-OUT-WM-PCABS-Indoor-Melange C wing_1,,Junction Box,ACDB,
,MS L-Angle ISA 27x27x3.0-6 Metre,,Welded MMS	,Bracing,
,25 sqmm Cu Ring Type Lug with Long Barrel CUS-282,,Electrical BoS,Cu Ring Type Lug,
,240 sqmm Al Ring Type Lug with Long Barrel ALS-536-DOWELL,,Electrical BoS,Al Ring Type Lug,
,240 sqmm Al Ring Type Lug with Long Barrel ALS-536,,Electrical BoS,Al Ring Type Lug,
,120 sqmm Al Ring Type Lug with Long Barrel ALS-557,,Electrical BoS,Al Ring Type Lug,
,Bentonite powder earthing chemical - 50 kg-SGI,,Earthing & LA,Earthing Chemical,
,Bentonite powder earthing chemical - 50 kg,,Earthing & LA,Earthing Chemical,
,Bentonite powder earthing chemical - 50 kg-SGI,,Earthing & LA,Earthing Rod,
,Bentonite powder earthing chemical - 50 kg,,Earthing & LA,Earthing Rod,
,Copper Bonded Earthing Rod with Clamp - 25mm Dia - 3 Mtr - 250 micron-SGI,,Earthing & LA,Earthing Rod,
,Copper Bonded Earthing Rod with Clamp - 25mm Dia - 3 Mtr - 250 micron,,Earthing & LA,Earthing Rod,
,Copper Bonded Earthing Rod with Clamp - 17.2mm Dia - 1 Mtr - 250 micron-Sabo,,Earthing & LA,Earthing Rod,
,ESE Lightning Arrester with Level IV Protection & 107m radius of protection - Model: NOVA-Sabo,,Earthing & LA,ESE LA,
,"HDG LA Supporting Mast 3.8 Mtr with insulator, guy wire and fixing accessories-Sabo",,Earthing & LA,LA Stand,
,Sleeves-38.1 mm for 240 sqmm cable - RYBN Colours-COMET,,Electrical BoS,Heat Shrink Sleeve,
,120 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,240 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,Gland-CBW10 for 240 sqmm Cable-COMET,,Electrical BoS,CBW Gland,
,ER300P HT CT Net Meter 3 Phase 4 wire 3 x 63.5V Class 0.2s as per BESCOM-L&T,,Metering,Net Meter,
,SS304 U-Clamp M6 for Safety Lifeline,,Safety Lifeline,Safety Lifeline Accessory,
,TMT Bar 8mm Fe-550 Grade,,Civil Work,TMT Bar,
,Tape Wound CT 250/5A Class 1.0s 5VA ID 35mm,,Metering,CT,
,UPVC Brass MTA - 20mm,,Water Pipeline,Water Pipeline Accessories,
,Ring type CT 200/5A Class 0.5s 10VA-Saral,,Metering,CT,
,Cu Flexible AC Cable 4C x 6 sqmm-POLYCAB,,Cables,4C x 6 sqmm Cu AC Cable,
,ACDB 1-IN-1-OUT-WM-ME-Outdoor-Buddha cars B127_1,,Junction Box,ACDB,
,ACDB 2-IN-2-OUT-WM-ME-Indoor-Fionaa Gold P L_1,,Junction Box,ACDB,
,SS304 Hex Bolt M6x40,,SS NBW,SS304 Hex Bolt,
,UPVC T Joint - 20mm-Astral,,Water Pipeline,Water Pipeline Accessories,
,UPVC Coupler - 20mm-Astral,,Water Pipeline,Water Pipeline Accessories,
,CPVC Solvent - 473ml-GENERIC MAKE,,Water Pipeline,Water Pipeline Accessories,
,"UPVC Water Pipe 3/4"" Class I SDR 11 NB 20mm - 3m-Astral",,Water Pipeline,Water Pipeline Accessories,
,HDGI Cable Tray Jointer 210x40 with 4 holes,,Cable Tray,HDGI Cable Tray Jointer,
,HDGI Cable Tray Cover 100x1.6x2500 (average 80 micron coating),,Cable Tray,HDGI Cable Tray Cover,
,HDGI Cable Tray Cover 50x1.6x2500 (average 80 micron coating),,Cable Tray,HDGI Cable Tray Cover,
,HDGI Perforated Cable Tray 50x50x1.6x2500 (average 80 micron coating),,Cable Tray,HDGI Cable Tray,
,HDGI Cable Tray Jointer 100x50 with 4 holes,,Cable Tray,HDGI Cable Tray Jointer,
,HDGI Cable Tray Jointer 150x50 with 2 holes,,Cable Tray,HDGI Cable Tray Jointer,
,HDGI Perforated Cable Tray 50x30x1.8x2500 (average 80 micron coating),,Cable Tray,HDGI Cable Tray,
,HDGI Mid Clamp - 10mm hole 100mm length for HDGI Walkway,,Prefab MMS,Mid Clamp,
,HDGI Walkway Grating Type 540x25x1540,,Prefab MMS,HDGI Walkway,
,"FRP Walkway 310x4038x25, Mesh 38x38, Thickness 7mm/5mm, Yellow-Aeron",,Prefab MMS,FRP Walkway,
,Unidentified module,,Module,Poly DCR (non Adani),
,Tin Shed MMS Kit for 4 Triangles for Tilted Portrait,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for 3 Triangles for Tilted Portrait,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for 6 L-Foots for Flush Mount Full Rail,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for 4 L-Foots for Flush Mount Full Rail,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for Full Rail 1Px3,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for Full Rail 1Px2,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for Short Rail 1Px3,,Tin Shed MMS,Tin Shed MMS Kit,
,Tin Shed MMS Kit for Short Rail 1Px2,,Tin Shed MMS,Tin Shed MMS Kit,
,SS304 Wire Rope M6,,Safety Lifeline,Safety Lifeline,
,SS304 Turnbuckle 8mm for Safety Lifeline,,Safety Lifeline,Safety Lifeline,
,Flat Type DMC Insulator (SP-30) - 25x3,,Earthing & LA,DMC Insulator,
,Rectangular Pipe RHS 122x61x4.5 (80 micron) - 6 Metre,,Welded MMS,Rectangular Pipe for Welded MMS,
,Base Plate 110x110x6.0 (80 micron),,Welded MMS,Base Plates for Welded MMS,
,Base Plate 190x190x10.0 (80 micron),,Welded MMS,Base Plates for Welded MMS,
,C-Channel Jointer 114x45x4 225mm length,,Welded MMS,Jointer,
,L-Angle ISA 25x25x3.0 (80 micron) - 1.5 Metre,,Welded MMS,L Angle for Welded MMS,
,C-Channel 125x55x15x2.0 (80 micron) - 2.4 Metre,,Welded MMS,C Channel for Welded MMS,
,HDG L-cleat 110x50x4 150mm length with 4 holes on both sides,,Welded MMS,L-cleat,
,HDGI Z Clamp 30x50x30x2.0x1000mm,,Cable Tray,HDGI Cable Tray,
,Column 3P 4FT Back Heavy Gen 2 (211x105x20x3 2049mm),,Prefab MMS,Column Gen 2,
,Column 3P 4FT Front Heavy Gen 2 (201x97x20x3 1404mm),,Prefab MMS,Column Gen 2,
,Column 2P 4FT Back Heavy Gen 2 (172x103x20x2 1724.5mm),,Prefab MMS,Column Gen 2,
,Column 2P 4FT Front Heavy Gen 2 (168x100x20x2 1339mm),,Prefab MMS,Column Gen 2,
,Column 3P 8FT Back Heavy Gen 2 (280x155x20x3 3310mm),,Prefab MMS,Column Gen 2,
,Column 3P 8FT Back Light Gen 2 (143x113x15x3  3310mm),,Prefab MMS,Column Gen 2,
,Column 3P 8FT Front Light Gen 2 (143x113x15x3 2677mm),,Prefab MMS,Column Gen 2,
,Concrete Block 200x100x90,,Civil Work,Concrete Foundation,
,Hat EPDM - 8mm-BHAWANI,,Tin Shed MMS,EPDM Washer / Tape,
,OPC 43 Grade - 25 kg-ULTRATECH,,Prefab MMS,Concrete Foundation,
,KVM-2085 1.5 HP 25x25 Single Phase Vertical Multi-Stage Pump-Kirloskar,,Water Pipeline,Water Pump,
,Concrete Block 400x200x60,,Civil Work,Concrete Foundation,
,SS304 Allen Bolt M8x30,,SS NBW,SS304 Allen Bolt,
,SS304 Hex Bolt M6x25,,SS NBW,SS304 Hex Bolt,
,SS304 Allen Bolt M8x20,,SS NBW,SS304 Allen Bolt,
,20 kW 3 Phase Inverter-GROWATT,,Inverter,3 Ph String Inverter,
,Cu Flexible Earthing Cable 1C x 35 sqmm-KEI,,Cables,35 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-KEI,,Cables,16 sqmm Cu Earthing Cable,
,ACDB 1-IN-1-OUT-WM-ME-Indoor-IGI Cables_2,,Junction Box,ACDB,
,ACDB 1-IN-1-OUT-WM-PCABS-Indoor-Sneh CHS_2,,Junction Box,ACDB,
,ACDB 1-IN-1-OUT-WM-PCABS-Indoor-Sneh CHS_1,,Junction Box,ACDB,
,ACDB 1-IN-1-OUT-WM-ME-Outdoor-Sneh CHS_1,,Junction Box,ACDB,
,HDGI Cable Tray Jointer 205x25 with 4 holes,,Cable Tray,HDGI Cable Tray Cover,
,HDGI Cable Tray Jointer 205x35 with 4 holes,,Cable Tray,HDGI Cable Tray Cover,
,HDGI Cable Tray Jointer 200x40 with 4 holes,,Cable Tray,HDGI Cable Tray Cover,
,Bullhorn Bracket - 75 degree bend (BMB-35-75DEG-01)-VesprSolar,,Prefab MMS,Module Mounting Clip,
,V-Clamp 3.2-3.6mm (VC-3236-01)-VesprSolar,,Prefab MMS,Module Mounting Clip,
,DWC Saddle - 50mm-Promagic,,Conduit Pipe,DWC Conduit Pipe Accessories,
,"DWC Elbow - Black, UV Protected - 50mm-Promagic",,Conduit Pipe,DWC Conduit Pipe Accessories,
,"DWC Coupler - Black, UV Protected - 50mm-Promagic",,Conduit Pipe,DWC Conduit Pipe Accessories,
,"DWC Conduit Pipe - Black, UV Protected - 50mm (ID-38mm OD-50mm)-Promagic",,Conduit Pipe,DWC Conduit Pipe,
,"DWC Elbow - Black, UV Protected - 40mm-Promagic",,Conduit Pipe,DWC Conduit Pipe Accessories,
,"DWC Coupler - Black, UV Protected - 40mm-Promagic",,Conduit Pipe,DWC Conduit Pipe Accessories,
,SS304 Eye Bolt M12x210,,Safety Lifeline,Safety Lifeline,
,SS304 Eye Bolt M12x210,,Safety Lifeline,Safety Lifeline,
,Column 3P 8FT Front Heavy Gen 2 (280x155x20x3 2677mm),,Prefab MMS,Column Gen 2,
,Column 3P 6FT Back Heavy Gen 2 (240x120x20x3 2710mm),,Prefab MMS,Column Gen 2,
,Column 3P 6FT Front Heavy Gen 2 (240x120x20x3 2077mm),,Prefab MMS,Column Gen 2,
,ACDB 1-IN-1-OUT-WM-PCABS-Indoor-Divyashanti CHS_1,,Junction Box	,ACDB,
,Rafter 3P Jointer Heavy Gen 2 (175x50x3 200mm),,Prefab MMS,Rafter 3P Jointer,
,Rafter 3P Bottom Heavy Gen 2 for Mono 540 range (180x55x15x2 3200mm),,Prefab MMS,Rafter Gen 2,
,Rafter 3P Top Heavy Gen 2 for Mono 540 range (180x55x15x2 3000mm),,Prefab MMS,Rafter Gen 2,
,AC RCCB 63A/4P/30mA,,Metering	,RCCB,
,AC RCCB 40A/2P/30mA,,Metering	,RCCB,
,AC RCCB 63A/2P/30mA,,Metering	,RCCB,
,AC MCB 63A/2P,,Metering,MCB,
,AC MCB 25A/2P,,Metering,MCB,
,AC MCB 32A/2P,,Metering,MCB,
,AC MCB 63A/4P,,Metering,MCB,
,PVC Conduit Pipe - 315mm - 6m-Prince,,Conduit Pipe,PVC Conduit Pipe,
,Square Pipe SHS 40x40x2.0 (80 micron) - 2 Metre,,Welded MMS,Square Pipe for Welded MMS,
,HDGI Strut Channel 40x40x2.0x2400mm,,Prefab MMS,HDGI Strut Channel,
,"Saral, 10-60A, Single Phase Net Meter for DHBVN Haryana Discom-SECURE",,Metering,Net Meter,
,"10-60A, 3P 4W, Three Phase Net Meter for DHBVN Haryana Discom-L&T",,Metering,Net Meter,
,520 Wp Thin Film DCR Series 7 FT1-FIRST SOLAR,,Module	,Thin Film DCR,
,IQ8P Microinverter(IQ8P-72-2-INT)-ENPHASE,,Inverter,Enphase microinverter,
,Short Rail - for short rail flush mount,,Tin Shed MMS,Short Rail,
,Pressure Gauge for Pressure Relief Valve - 25mm,,Water Pipeline,Water Pipeline Accessories,
,Pressure Relief Valve - 25mm,,Water Pipeline,Water Pipeline Accessories,
,8.8 Grade Anchor Rod M12x3m,,Prefab MMS	,Anchor Rod,
,8.8 Grade Anchor Rod M10x3m-HILTI,,Prefab MMS	,Anchor Rod,
,SS304 Plain Washer M6 Large OD,,SS NBW,SS304 Plain Washer,
,Nylon Fastener M8x80,,Electrical BoS,Nylon Fastener,
,Nylon Fastener M8x60,,Electrical BoS,Nylon Fastener,
,"FRP Walkway 445x3005x25, Mesh 40x40, Thickness 7mm/5mm, Yellow-Aeron",,Prefab MMS,FRP Walkway,
,520 Wp Thin Film DCR Series 7 FT1,,Module	,Thin Film DCR,
,Block type CT 300/5A Class 0.5s 5VA-Prasanna Electrotech,,Metering,CT,
,HDG Earthing Cover 300x300x5 with Hinges,,Earthing & LA,Earthing Chamber,
,MS L-Angle ISA 35x35x5.0- 6 Metre,,Welded MMS	,Bracing,
,MS ISMC75 - 6 Metre,,MS Pipe,C Channel for Welded MMS,
,Al Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-JAINFLEX,,Cables,16 sqmm Al Earthing Cable for LA,
,AC SPD Type 2 Three Phase DS44-280/G-CITEL,,Junction Box,ACDB,
,AC SPD Type 2 Three Phase DS44-280/G,,Junction Box,ACDB,
,HDGI base plate 530x300x8mm for Safety Lifeline,,Safety Lifeline,Safety Lifeline,
,SS304 Shock Absorber Support Ring M64.8x3mm,,Safety Lifeline,Safety Lifeline Accessory,
,PU Shock Absorber Support M54x155,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 Shock Absorber M7x150,,Safety Lifeline,Safety Lifeline,
,SS304 Crimping Ring M14x30mm,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 Crimping Ring M14x100mm,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 Tensioner M10x340 for 8mm Wire Rope,,Safety Lifeline,Safety Lifeline Accessory,
,HDGI Base Plate 470x270x8mm for Trapezoidal Sheet Profile,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 End Anchor Plate 170x65x100mm for 8mm Wire Rope,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 Spring Washer M12,,SS NBW,SS304 Spring Washer,
,SS304 Plain Washer M12 Standard OD,,SS NBW,SS304 Plain Washer,
,SS304 Hex Nut M12,,SS NBW,SS304 Hex Nut,
,SS304 Hex Bolt M12x40,,SS NBW,SS304 Hex Bolt,
,Aluminum Bulb-Tite Blind Rivet 7.7x27.7mm,,Tin Shed MMS,Rivet,
,SS304 Corner Plate 285x285x75mm for 8mm Wire Rope,,Safety Lifeline,Safety Lifeline Accessory,
,Square Pipe SHS 40x40x2.0 (80 micron) - 3 Metre,,Welded MMS,Square Pipe for Welded MMS,
,Tape Wound CT 400/5A Class 1.0s 5VA,,Metering	,CT,
,Elite 307 Multi Function Meter,,Metering,CT,
,Self Drilling Screw MT12-14x160mm-Corroshield,,Tin Shed MMS,SDS,
,"FRP Walkway 445x3005x25, Mesh 40x40, Thickness 7mm/5mm, Yellow",,Prefab MMS,FRP Walkway,
,ISMC100 (80 micron) - 6 Metre,,Welded MMS	,Bracing,
,SS304 M8x20 Nut-Bolt Set for Tilted Portrait MMS,,Tin Shed MMS,M8 NBW Set for MMS,
,SS304 M6x30 Nut-Bolt Set for Module Earthing,,Earthing & LA,M6 NBW Set for Earthing,
,50 kW 3 Phase Inverter-SOFAR,,Inverter,3 Ph String Inverter,
,50 kW 3 Phase Inverter-SOFAR,,Inverter,3 Ph String Inverter,
,SS Nameplate 150x50x5mm for Solar Generation,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for Generation meter,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for Netmeter,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for Load Switch,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for Solar Net Switch,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for Earthing Pit value,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for LA Earthing,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for DC Earthing,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for AC Earthing,,Electrical BoS,SS Nameplate,
,SS Nameplate 150x50x5mm for Solar Inverter,,Electrical BoS,SS Nameplate,
,SS Nameplate 100x50x5mm for DCDB,,Electrical BoS,SS Nameplate,
,SS Nameplate 100x50x5mm for ACDB,,Electrical BoS,SS Nameplate,
,ISMB100 (80 micron) - 3.0 Metre,,Prefab MMS	,Bracing,
,ACDB 1-IN-1-OUT-WM-PCABS-Indoor-Marathe Empire_1,,Junction Box	,ACDB,
,DCDB 2-IN-2-OUT-WM-PCABS-Indoor-Marathe Empire_1,,Junction Box,DCDB,
,125 kW 3 Phase Inverter,,Inverter,3 Ph String Inverter,
,Block type CT 300/5A Class 0.5s 5VA,,Metering,Net Meter,
,SS304 M8x25 Nut-Bolt Set for Module Mounting,,Prefab MMS,M8 NBW Set for Modules,
,SS304 M10x30 Nut-Bolt Set for Structure Jointing,,Prefab MMS,M10 NBW Set for MMS,
,End Clamp for 40mm module frame - 11mm hole for Welded MMS,,Walkway,Mid Clamp,
,End Clamp for 35mm module frame - 11mm hole for Welded MMS,,Walkway,Mid Clamp,
,Column 2P 1.5FT Back Light Gen 2 (119x74x15x2 951mm),,Prefab MMS,Column Gen 2,
,Column 2P 1.5FT Front Light Gen 2 (117x72x15x2 566mm),,Prefab MMS,Column Gen 2,
,Sprint 350-Whole Current net meter As Per BESCOM,,Metering,Net Meter,
,Electrical Accessories Kit - 13,,Electrical BoS,Electrical Accessories Kit,
,EPDM Rubber - 30x30x1mm,,Tin Shed MMS,EPDM Washer / Tape,
,"HDG Safety Mesh 500x2800, Mesh 50x50, Wire dia 3mm",,Skylight Protection,Safety Lifeline Accessory,
,"Saral, 10-60A, Single Phase Net Meter for DHBVN Haryana Discom",,Metering,Net Meter,
,465 Wp Mono Bifacial Non DCR-JINKO,,Module,Mono Non DCR (all makes),
,Microconcrete UP 510,,Civil Work,Concrete Foundation,
,465 Wp Mono Bifacial Non DCR,,Module,Mono Non DCR (all makes),
,545 Wp Mono Non DCR-WAAREE,,Module,Mono Non DCR (all makes),
,RS485 Armoured Cable 2 Pair YJ72682-BELDEN,,Data Logger,Data Cable,
,6 sqmm Al Ring Type Lug (ID-10mm),,Electrical BoS,Al Ring Type Lug,
,16 sqmm Cu Ring Type Lug (ID-8mm),,Electrical BoS,Cu Ring Type Lug,
,6 sqmm Cu Ring Type Lug (ID-10mm),,Electrical BoS,Al Ring Type Lug,
,Esenz Pro 4G DG-PV controller Cum Datalogger with short GSM antenna-ESENZ,,Data Logger,Data Logger,
,545 Wp Mono Bifacial DCR,,Module,Mono Bifacial DCR (non Adani),
,Three Phase EMI Filter MF423 4 3DD-250A 480VAC-E102860-1-EMIS,,Inverter	,Enphase accessories,
,FlatFix Fusion Base element High 10°-SRPL,,Roof Hugging MMS,Roof Hugging MMS,
,FlatFix Fusion Roof support-SRPL,,Roof Hugging MMS	,Roof Hugging MMS,
,PVC Electrical Insulation Tape 1.8cmx6.5mx0.125mm - Blue-STEELGRIP,,Electrical BoS,Insulation Tape,
,ESE Lightning Arrester with Level IV Protection & 107m radius of protection-Torrent,,Earthing & LA,ESE LA,
,Copper Bonded Earthing Rod - 17.2mm Dia - 3 Mtr - 250 micron,,Earthing & LA,Earthing Rod,
,Zinc Plated Self Drilling Screw 4.8x35-HP Landmark,,Tin Shed MMS,SDS,
,PVC Electrical Insulation Tape 1.8cmx6.5mx0.125mm - Yellow-STEELGRIP,,Electrical BoS,Insulation Tape,
,Ball Lock Type SS Cable Tie 4.6mmx840mm,,Electrical BoS,SS Cable Tie,
,PVC Electrical Insulation Tape 1.8cmx6.5mx0.125mm - Green-STEELGRIP,,Electrical BoS,Insulation Tape,
,Lug Gel,,Electrical BoS,Lug Gel,
,SS304 Hex Bolt M8x30,,SS NBW,SS304 Hex Bolt,
,HDGI Perforated Cable Tray 100x50x1.6x2500 (average 80 micron coating),,Cable Tray,HDGI Cable Tray,
,PVC Electrical Insulation Tape 1.8cmx6.5mx0.125mm - Red-STEELGRIP,,Electrical BoS,Insulation Tape,
,95 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,"HDG LA Supporting Mast 5 Mtr with base plate, insulator, guy wire and fixing accessories-Torrent",,Earthing & LA,LA Stand,
,Punching Tag Al Strip 100 x 25 mm,,Electrical BoS,Number Punching,
,50 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,GEN 750 Expandable PU Foam Aerosol Can - Champagne - 750 ml-MACOY SOUDAL,,I&C Accessories,PUF Seal,
,HDPE Earthing Chamber with Cover 300x300x25 - Heavy Duty,,Earthing & LA,Earthing Chamber,
,Gland-CBW07 for 95 sqmm Cable-COMET,,Electrical BoS,CBW Gland,
,SS304 Hex Bolt M10x95,,SS NBW,SS304 Hex Bolt,
,"Polymer Insulating Mat - Class A, 3.3 kV AC RMS, Size 1mtr x 2mtr x 2mm, Black colour with BIS, CPRI, NTH, ERDA TCs",,Safety,Insulating Mat,
,UV Protected Black Nylon Cable Tie 3.6mmx150mm-KSS (1 Nos = 1 Packet),,Electrical BoS,Nylon Cable Tie,
,SS304 U-Clamp M8 for Safety Lifeline,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 Wire Rope M8,,Safety Lifeline,Safety Lifeline,
,SS304 Thimble 8mm for Safety Lifeline,,Safety Lifeline,Safety Lifeline Accessory,
,SS304 Turnbuckle 12mm for Safety Lifeline,,Safety Lifeline,Safety Lifeline Accessory,
,1.5 sqmm Al Pin Type Lug-DOWELL,,Electrical BoS,Al Pin Type Lug,
,1.5 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,1.5 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,2.5 sqmm Al Pin Type Lug-DOWELL,,Electrical BoS,Al Pin Type Lug,
,2.5 sqmm Al Pin Type Lug-JAINSON,,Electrical BoS,Al Pin Type Lug,
,2.5 sqmm Al Pin Type Lug-COMET,,Electrical BoS,Al Pin Type Lug,
,1.5 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,1.5 sqmm Al Ring Type Lug-JAINSON,,Electrical BoS,Al Ring Type Lug,
,1.5 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,2.5 sqmm Al Ring Type Lug-DOWELL,,Electrical BoS,Al Ring Type Lug,
,2.5 sqmm Al Ring Type Lug-JAINSON,,Electrical BoS,Al Ring Type Lug,
,2.5 sqmm Al Ring Type Lug-COMET,,Electrical BoS,Al Ring Type Lug,
,1.5 sqmm Cu Pin Type Lug-DOWELL,,Electrical BoS,Cu Pin Type Lug,
,1.5 sqmm Cu Pin Type Lug-JAINSON,,Electrical BoS,Cu Pin Type Lug,
,1.5 sqmm Cu Pin Type Lug-COMET,,Electrical BoS,Cu Pin Type Lug,
,1.5 sqmm Cu Ring Type Lug-DOWELL,,Electrical BoS,Cu Ring Type Lug,
,1.5 sqmm Cu Ring Type Lug-JAINSON,,Electrical BoS,Cu Ring Type Lug,
,1.5 sqmm Cu Ring Type Lug-COMET,,Electrical BoS,Cu Ring Type Lug,
,320 Wp Poly DCR-Renewsys,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-Renewsys,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-ECE,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-ECE,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-Navitas,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-Renewsys,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-Panasonic,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-Pennar,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-Premier,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-WAAREE,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-Renewsys,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-Panasonic,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-ECE,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-Pennar,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-Navitas,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-Premier,,Module,Poly DCR (non Adani),
,335 Wp Poly DCR-Adani,,Module,Adani Poly DCR,
,340 Wp Poly DCR-NAVITAS,,Module,Poly DCR (non Adani),
,540 Wp Mono DCR-PREMIER,,Module,Mono DCR (non Adani),
,540 Wp Mono DCR-ADANI,,Module,Adani Mono DCR,
,545 Wp Mono DCR-PREMIER,,Module,Mono DCR (non Adani),
,Al Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-JAINFLEX,,Cables,1.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-KANBERY,,Cables,1.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-WAACAB,,Cables,1.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-OLLVIN,,Cables,1.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-JAINFLEX,,Cables,10 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-KANBERY,,Cables,10 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-WAACAB,,Cables,10 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-OLLVIN,,Cables,10 sqmm Al Earthing Cable,
,Cu Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-JAINFLEX,,Cables,10 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-KANBERY,,Cables,10 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-WAACAB,,Cables,10 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 10 sqmm - Yellow / Green-OLLVIN,,Cables,10 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-JAINFLEX,,Cables,2.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-KANBERY,,Cables,2.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-WAACAB,,Cables,2.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-OLLVIN,,Cables,2.5 sqmm Cu Earthing Cable,
,3 kw 1 Phase Inverter-GROWATT,,Inverter,1 Ph String Inverter,
,3 kw 1 Phase Inverter GW3000-XS-GOODWE,,Inverter,1 Ph String Inverter,
,6 Kw 3 Phase Inverter-GOODWE,,Inverter,3 Ph String Inverter,
,8 kw 3 Phase Inverter-GROWATT,,Inverter,3 Ph String Inverter,
,8 kw 3 Phase Inverter-GOODWE,,Inverter,3 Ph String Inverter,
,10 kW 3 Phase Inverter-GROWATT,,Inverter,3 Ph String Inverter,
,10 kW 3 Phase Inverter-GOODWE,,Inverter,3 Ph String Inverter,
,3 kw 1 Phase Inverter-HAVELLS,,Inverter,1 Ph String Inverter,
,3 kW 1 Phase Inverter-K Solare,,Inverter,1 Ph String Inverter,
