Item Code,Item Name,Item Group,Item category,Item Sub-Category,
,400 Wp Mono Non DCR-Panasonic,,Module,Mono Non DCR - 390 to 400 Wp range (all makes),
,445 Wp Mono Non DCR-WAAREE,,Module,Mono Non DCR - 440 to 455 Wp range (all makes),
,450 Wp Mono Non DCR-Panasonic,,Module,Mono Non DCR - 440 to 455 Wp range (all makes),
,450 Wp Mono Non DCR-Longi,,Module,Mono Non DCR - 440 to 455 Wp range (all makes),
,450 Wp Mono Non DCR-CANADIAN SOLAR,,Module,Mono Non DCR - 440 to 455 Wp range (all makes),
,540 Wp Mono Non DCR-WAAREE,,Module,Mono Non DCR (all makes),
,540 Wp Mono Non DCR-LONGI,,Module,Mono Non DCR (all makes),
,545 Wp Mono Non DCR-LONGI,,Module,Mono Non DCR (all makes),
,545 Wp Mono Non DCR-JINKO,,Module,Mono Non DCR (all makes),
,550 Wp Mono Non DCR-Longi,,Module,Mono Non DCR (all makes),
,550 Wp Mono Non DCR-Jinko,,Module,Mono Non DCR (all makes),
,600 Wp Mono Non DCR-CANADIAN SOLAR,,Module,Mono Non DCR - 600/660 Wp range (all makes),
,OPC 43 Grade - 25 kg-ACC,,Prefab MMS,Concrete Foundation,
,OPC 43 Grade - 25 kg-AMBUJA,,Prefab MMS,Concrete Foundation,
,OPC 53 Grade - 25 kg-ULTRATECH,,Prefab MMS,Concrete Foundation,
,OPC 53 Grade - 25 kg-ACC,,Prefab MMS,Concrete Foundation,
,OPC 53 Grade - 25 kg-AMBUJA,,Prefab MMS,Concrete Foundation,
,10 kw 3 Phase Inverter-HAVELLS,,Inverter,3 Ph String Inverter,
,11 kW 3 Phase Inverter-HAVELLS,,Inverter,3 Ph String Inverter,
,15 kW 3 Phase Inverter-HAVELLS,,Inverter,3 Ph String Inverter,
,2 kw 1 Phase Inverter-GROWATT,,Inverter,1 Ph String Inverter,
,3.3 kw 1 Phase Inverter-GROWATT,,Inverter,1 Ph String Inverter,
,4.2 kw 1 Phase Inverter-GROWATT,,Inverter,1 Ph String Inverter,
,5 kw 1 Phase Inverter-GROWATT,,Inverter,1 Ph String Inverter,
,6 Kw 1 Phase Inverter-SOFAR,,Inverter,1 Ph String Inverter,
,3.2 kW 1 Phase Inverter-K Solare,,Inverter,1 Ph String Inverter,
,20 kW 3 Phase Inverter-SOLIS,,Inverter,3 Ph String Inverter,
,5 Kw 3 Phase Inverter-SOLAX,,Inverter,3 Ph String Inverter,
,4.2 kW 1 Phase Inverter-K Solare,,Inverter,1 Ph String Inverter,
,3.3 kW 1 Phase Inverter-K Solare,,Inverter,1 Ph String Inverter,
,4 kW 1 Phase Inverter-HAVELLS,,Inverter,1 Ph String Inverter,
,5.2 kW 1 Phase Inverter-K Solare,,Inverter,1 Ph String Inverter,
,5 kw 1 Phase Inverter-HAVELLS,,Inverter,1 Ph String Inverter,
,6 Kw 1 Phase Inverter-HAVELLS,,Inverter,1 Ph String Inverter,
,6 Kw 3 Phase Inverter-HAVELLS,,Inverter,3 Ph String Inverter,
,5 Kw 3 Phase Inverter-SOLAREDGE,,Inverter,3 Ph SolarEdge Inverter,
,8 kw 3 Phase Inverter-SOLAREDGE,,Inverter,3 Ph SolarEdge Inverter,
,Female Sealing Cap (Q-SEAL-10)-ENPHASE,,Inverter,Enphase accessories,
,IQ7A Microinverter(IQ7A-72-2-INT)-ENPHASE,,Inverter,Enphase microinverter,
,Legrand Phase Coupler(LPC-01)-ENPHASE,,Inverter,Enphase accessories,
,Q Disc (Q-DISC-10)-ENPHASE,,Inverter,Enphase accessories,
,330 Wp Poly Non DCR-WAAREE,,Module,Poly Non DCR (all makes),
,335 Wp Poly Non DCR-WAAREE,,Module,Poly Non DCR (all makes),
,350 Wp Poly Non DCR-CANADIAN SOLAR,,Module,Poly Non DCR - 350 to 370 Wp range (all makes),
,355 Wp Poly Non DCR-CANADIAN SOLAR,,Module,Poly Non DCR - 350 to 370 Wp range (all makes),
,360 Wp Poly Non DCR-CANADIAN SOLAR,,Module,Poly Non DCR - 350 to 370 Wp range (all makes),
,370 Wp Poly Non DCR-REC,,Module,Poly Non DCR - 350 to 370 Wp range (all makes),
,450 Wp Poly Non DCR-REC,,Module,Poly Non DCR - 450 Wp range (all makes),
,455 Wp Mono Non DCR-Longi,,Module,Mono Non DCR - 440 to 455 Wp range (all makes),
,Optimizer (P1100)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Optimizer (P401)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Optimizer (P404)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Optimizer (P730)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Optimizer (P810)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Optimizer (P850)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Optimizer (P950)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,Pidiproof LW+ 101 - 1 lit-DR. FIXIT,,I&C Accessories,Waterproofing Chemical,
,Pidiproof LW+ 101 - 5 lit-DR. FIXIT,,I&C Accessories,Waterproofing Chemical,
,3.3 kw 1 Phase Inverter-HAVELLS,,Inverter,1 Ph String Inverter,
,540 Wp Mono Non DCR-RENEWSYS,,Module,Mono Non DCR (all makes),
,545 Wp Mono Non DCR-RENEWSYS,,Module,Mono Non DCR (all makes),
,335 Wp Poly Non DCR-RENEWSYS,,Module,Poly Non DCR (all makes),
,335 Wp Poly Non DCR-ADANI,,Module,Poly Non DCR (all makes),
,Powergrout NS3 - 40 kg-ULTRATECH,,Prefab MMS,Concrete Foundation,
,Suraksha Grout 275 - 40 kg-ACC,,Prefab MMS,Concrete Foundation,
,UV Protected Black Nylon Cable Tie 2.5mmx100mm-KSS (1 Nos = 1 Packet),,Electrical BoS,Nylon Cable Tie,
,325 Wp Poly DCR-PANASONIC,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-PENNAR,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-NAVITAS,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-PREMIER,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-WAAREE,,Module,Poly DCR (non Adani),
,325 Wp Poly DCR-ADANI,,Module,Adani Poly DCR,
,325 Wp Poly DCR-RAYZON,,Module,Poly DCR (non Adani),
,330 Wp Poly DCR-ADANI,,Module,Adani Poly DCR,
,330 Wp Poly DCR-RAYZON,,Module,Poly DCR (non Adani),
,525 Wp Mono DCR-NAVITAS,,Module,Mono DCR (non Adani),
,525 Wp Mono DCR-PREMIER,,Module,Mono DCR (non Adani),
,525 Wp Mono DCR-ADANI,,Module,Adani Mono DCR,
,530 Wp Mono DCR-NAVITAS,,Module,Mono DCR (non Adani),
,530 Wp Mono DCR-PREMIER,,Module,Mono DCR (non Adani),
,530 Wp Mono DCR-ADANI,,Module,Adani Mono DCR,
,545 Wp Mono DCR-NAVITAS,,Module,Mono DCR (non Adani),
,545 Wp Mono DCR-ADANI,,Module,Adani Mono DCR,
,"Premier 300, -/5A, Class 0.5s, 4 Wire LTCT Three Phase Net Meter for MP Discom-SECURE",,Metering,Net Meter,
,UV Protected Black Nylon Cable Tie 2.5mmx100mm-GIANTLOK (1 Nos = 1 Packet),,Electrical BoS,Nylon Cable Tie,
,Aluminum POP Rivet 4.8x20mm-HP Landmark,,Tin Shed MMS,Rivet,
,545 Wp Mono Bifacial Non DCR-ADANI,,Module,Mono Bifacial Non DCR (all makes),
,540 Wp Mono Bifacial Non DCR-ADANI,,Module,Mono Bifacial Non DCR (all makes),
,530 Wp Mono Bifacial Non DCR-ADANI,,Module,Mono Bifacial Non DCR (all makes),
,535 Wp Mono Bifacial Non DCR-ADANI,,Module,Mono Bifacial Non DCR (all makes),
,530 Wp Mono Bifacial DCR-ADANI,,Module,Adani Mono Bifacial DCR,
,535 Wp Mono Bifacial DCR-ADANI,,Module,Adani Mono Bifacial DCR,
,Premier 300 LT CT Net Meter 3 Phase 4 wire CT Operated Accuracy Class 0.5s as per BESCOM-SECURE,,Metering,Net Meter,
,Modem E90 as per MP Discom-SECURE,,Metering,Modem,
,"5-30A, Class 1, LPRF 1P 2W EM 240V, Single Phase Generation Meter for MSEDCL-AVON",,Metering,Generation Meter,
,PVC T Joint - White - 32mm-AADITYA POLYMAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Bend - White - 32mm-AADITYA POLYMAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Elbow - White - 32mm-AADITYA POLYMAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Elbow - White - 20mm-AADITYA POLYMAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Clip - White - Double Pin - 20mm-THE EARTH MAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Bend - White - 20mm-AADITYA POLYMAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Clip - White - Single Pin - 32mm-THE EARTH MAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,PVC Clip - White - Double Pin - 32mm-THE EARTH MAKE,,Conduit Pipe,PVC Conduit Pipe Accessories,
,5.5 kW 3 Phase Inverter-HAVELLS,,Inverter,3 Ph String Inverter,
,3.3kW 1 Phase Inverter-SOFAR,,Inverter,1 Ph String Inverter,
,GC-MT1200 0-900rpm 1200W Mixture Drill-GAOCHENG,,Fixtures and Tools,Fixtures and Tools,
,530 Wp Mono Bifacial DCR-PREMIER,,Module,Mono Bifacial DCR (non Adani),
,535 Wp Mono Bifacial DCR-PREMIER,,Module,Mono Bifacial DCR (non Adani),
,545 Wp Mono Bifacial DCR-PREMIER,,Module,Mono Bifacial DCR (non Adani),
,540 Wp Mono Bifacial Non DCR-LONGI,,Module,Mono Bifacial Non DCR (all makes),
,545 Wp Mono Bifacial Non DCR-LONGI,,Module,Mono Bifacial Non DCR (all makes),
,AC MCB 16A/2P-EATON,,Metering,MCB,
,Optimizer (S500B)-SOLAREDGE,,Inverter,SolarEdge Optimizer,
,"SMC 3 PHASE METER BOX 3525 Part Code MB3525,Size 350 x 250 x 150mm-Syntex",,Metering,Meter Box,
,Cu Armoured AC Cable 2C x 4 sqmm -KEI,,Cables,2C x 4 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 6 sqmm -KEI,,Cables,2C x 6 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4Cx4 sqmm-KEI,,Cables,4C x 4 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 6 sqmm-KEI,,Cables,4C x 6 sqmm Cu AC Cable,
,MC4 Female Panel Receptacle 32.0078P0001-UR-STAUBLI,,Electrical BoS,MC4 Connector,
,MC4 Male Panel Receptacle 32.0079P0001-UR-STAUBLI,,Electrical BoS,MC4 Connector,
,CT 100/5A 0.5S-SECURE,,Metering,CT,
,Solar Generation Meter Premier 300 3ph MP Discom-SECURE,,Metering,Generation Meter,
,AC RCCB PFIM 16A/2P/30mA-EATON,,Metering,RCCB,
,AC RCCB PFIM 25A/2P/30mA-EATON,,Metering,RCCB,
,AC RCCB PFIM 32A/2P/30mA-EATON,,Metering,RCCB,
,AC RCCB PFIM 63A/2P/30mA-EATON,,Metering,RCCB,
,AC RCCB PFIM 25A/4P/30mA-EATON,,Metering,RCCB,
,AC RCCB PFIM 32A/4P/30mA-EATON,,Metering,RCCB,
,AC RCCB PFIM 63A/4P/30mA-EATON,,Metering,RCCB,
,ABS Terminal BOX-2P-Trinity Touch,,Junction Box,ACDB,
,ABS  Terminal BOX-7P-Trinity Touch,,Junction Box,ACDB,
,"3Ph HT Generation Meter 40-200A, Class 1 LPRF for MSEDCL-L&T",,Metering,Generation Meter,
,Al Armoured AC Cable 4C x 95 sqmm -POLYCAB,,Cables,4C x 95 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 95 sqmm -KEI,,Cables,4C x 95 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 95 sqmm -RR KABEL,,Cables,4C x 95 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 70 sqmm -POLYCAB,,Cables,4C x 70 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 70 sqmm -RR KABEL,,Cables,4C x 70 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 50 sqmm -POLYCAB,,Cables,4C x 50 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 50 sqmm -KEI,,Cables,4C x 50 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 50 sqmm -RR KABEL,,Cables,4C x 50 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 35 sqmm -POLYCAB,,Cables,4C x 35 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 35 sqmm -KEI,,Cables,4C x 35 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 35 sqmm -RR KABEL,,Cables,4C x 35 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 25 sqmm -KEI,,Cables,4C x 25 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 25 sqmm -RR KABEL,,Cables,4C x 25 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 16 sqmm -RR KABEL,,Cables,4C x 16 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 10 sqmm -RR KABEL,,Cables,4C x 10 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 6 sqmm -KEI,,Cables,4C x 6 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 6 sqmm -RR KABEL,,Cables,4C x 6 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 4 sqmm -KEI,,Cables,4C x 4 sqmm Al AC Cable,
,Al Armoured AC Cable 4C x 4 sqmm -RR KABEL,,Cables,4C x 4 sqmm Al AC Cable,
,Cu Armoured AC Cable 4C x 95 sqmm -POLYCAB,,Cables,4C x 95 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 95 sqmm -KEI,,Cables,4C x 95 sqmm Cu AC Cable,
ACAB-0117-RR KABEL,Al Armoured AC Cable 2C x 10 sqmm-RR KABEL,,Cables,2C x 10 sqmm Al AC Cable,
,Cu Armoured AC Cable 4C x 95 sqmm -RR KABEL,,Cables,4C x 95 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 70 sqmm -POLYCAB,,Cables,4C x 70 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 70 sqmm -KEI,,Cables,4C x 70 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 70 sqmm -RR KABEL,,Cables,4C x 70 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 50 sqmm -POLYCAB,,Cables,4C x 50 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 50 sqmm -KEI,,Cables,4C x 50 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 50 sqmm -RR KABEL,,Cables,4C x 50 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 35 sqmm -POLYCAB,,Cables,4C x 35 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 35 sqmm -KEI,,Cables,4C x 35 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 35 sqmm -RR KABEL,,Cables,4C x 35 sqmm Cu AC Cable,
,Al Armoured AC Cable 3.5C x 300 sqmm -POLYCAB,,Cables,3.5C x 300 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 300 sqmm -RR KABEL,,Cables,3.5C x 300 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 240 sqmm -RR KABEL,,Cables,3.5C x 240 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 185 sqmm -RR KABEL,,Cables,3.5C x 185 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 150 sqmm -KEI,,Cables,3.5C x 150 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 150 sqmm -RR KABEL,,Cables,3.5C x 150 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 120 sqmm -RR KABEL,,Cables,3.5C x 120 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 95 sqmm -KEI,,Cables,3.5C x 95 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 95 sqmm -RR KABEL,,Cables,3.5C x 95 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 70 sqmm -RR KABEL,,Cables,3.5C x 70 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 50 sqmm -KEI,,Cables,3.5C x 50 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 50 sqmm -RR KABEL,,Cables,3.5C x 50 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 35 sqmm -KEI,,Cables,3.5C x 35 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 35 sqmm -RR KABEL,,Cables,3.5C x 35 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 25 sqmm -KEI,,Cables,3.5C x 25 sqmm Al AC Cable,
,Al Armoured AC Cable 3.5C x 25 sqmm -RR KABEL,,Cables,3.5C x 25 sqmm Al AC Cable,
,Cu Flexible AC Cable 3C x 6 sqmm -POLYCAB,,Cables,3C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 6 sqmm -KEI,,Cables,3C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 6 sqmm -RR KABEL,,Cables,3C x 6 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 4 sqmm -POLYCAB,,Cables,3C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 4 sqmm -KEI,,Cables,3C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 4 sqmm -RR KABEL,,Cables,3C x 4 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 2.5 sqmm -POLYCAB,,Cables,3C x 2.5 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 2.5 sqmm -KEI,,Cables,3C x 2.5 sqmm Cu AC Cable,
,Cu Flexible AC Cable 3C x 2.5 sqmm -RR KABEL,,Cables,3C x 2.5 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 10 sqmm -POLYCAB,,Cables,2C x 10 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 10 sqmm -KEI,,Cables,2C x 10 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 10 sqmm -RR KABEL,,Cables,2C x 10 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 6 sqmm -POLYCAB,,Cables,2C x 6 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 6 sqmm -RR KABEL,,Cables,2C x 6 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 4 sqmm -POLYCAB,,Cables,2C x 4 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 4 sqmm -RR KABEL,,Cables,2C x 4 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 2.5 sqmm -POLYCAB,,Cables,2C x 2.5 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 2.5 sqmm -KEI,,Cables,2C x 2.5 sqmm Cu AC Cable,
,Cu Armoured AC Cable 2C x 2.5 sqmm -RR KABEL,,Cables,2C x 2.5 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 16 sqmm -POLYCAB,,Cables,2C x 16 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 16 sqmm -KEI,,Cables,2C x 16 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 16 sqmm -RR KABEL,,Cables,2C x 16 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 10 sqmm -POLYCAB,,Cables,2C x 10 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 10 sqmm -KEI,,Cables,2C x 10 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 10 sqmm -RR KABEL,,Cables,2C x 10 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 2.5 sqmm -POLYCAB,,Cables,2C x 2.5 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 2.5 sqmm -KEI,,Cables,2C x 2.5 sqmm Cu AC Cable,
,Cu Flexible AC Cable 2C x 2.5 sqmm -RR KABEL,,Cables,2C x 2.5 sqmm Cu AC Cable,
,Al Flexible Earthing Cable 1C x 35 sqmm-POLYCAB,,Cables,35 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 35 sqmm-KEI,,Cables,35 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 35 sqmm-JAINFLEX,,Cables,35 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 35 sqmm-KANBERY,,Cables,35 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 35 sqmm-WAACAB,,Cables,35 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 35 sqmm-OLLVIN,,Cables,35 sqmm Al Earthing Cable,
,Cu Flexible Earthing Cable 1C x 35 sqmm-POLYCAB,,Cables,35 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 35 sqmm-JAINFLEX,,Cables,35 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 35 sqmm-KANBERY,,Cables,35 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 35 sqmm-WAACAB,,Cables,35 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 35 sqmm-OLLVIN,,Cables,35 sqmm Cu Earthing Cable,
,Al Flexible Earthing Cable 1C x 25 sqmm-POLYCAB,,Cables,25 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 25 sqmm-KEI,,Cables,25 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 25 sqmm-JAINFLEX,,Cables,25 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 25 sqmm-KANBERY,,Cables,25 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 25 sqmm-WAACAB,,Cables,25 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 25 sqmm-OLLVIN,,Cables,25 sqmm Al Earthing Cable,
,Cu Flexible Earthing Cable 1C x 25 sqmm-POLYCAB,,Cables,25 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 25 sqmm-KEI,,Cables,25 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 25 sqmm-JAINFLEX,,Cables,25 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 25 sqmm-KANBERY,,Cables,25 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 25 sqmm-WAACAB,,Cables,25 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 25 sqmm-OLLVIN,,Cables,25 sqmm Cu Earthing Cable,
,Nitobond EP - 500ml-FOSROC,,Prefab MMS,Concrete Foundation,
,Nitobond EP - 1 Ltr-FOSROC,,Prefab MMS,Concrete Foundation,
,Nitobond EP - 4 Ltr-FOSROC,,Prefab MMS,Concrete Foundation,
,Cu Flexible AC Cable 4C x 35 sqmm -POLYCAB,,Cables,4C x 35 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 35 sqmm -KEI,,Cables,4C x 35 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 35 sqmm -RR KABEL,,Cables,4C x 35 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 50 sqmm -POLYCAB,,Cables,4C x 50 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 50 sqmm -KEI,,Cables,4C x 50 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 50 sqmm -RR KABEL,,Cables,4C x 50 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 70 sqmm -POLYCAB,,Cables,4C x 70 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 70 sqmm -KEI,,Cables,4C x 70 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 70 sqmm -RR KABEL,,Cables,4C x 70 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 95 sqmm -POLYCAB,,Cables,4C x 95 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 95 sqmm -KEI,,Cables,4C x 95 sqmm Cu AC Cable,
,Cu Flexible AC Cable 4C x 95 sqmm -RR KABEL,,Cables,4C x 95 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 25 sqmm -POLYCAB,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 25 sqmm -KEI,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Armoured AC Cable 4C x 25 sqmm -RR KABEL,,Cables,4C x 25 sqmm Cu AC Cable,
,Cu Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-POLYCAB,,Cables,1.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-KEI,,Cables,1.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-POLYCAB,,Cables,2.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-KEI,,Cables,2.5 sqmm Cu Earthing Cable,
,Cu Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-Polycab-KEI,,Cables,16 sqmm Cu Earthing Cable,
,Al Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-Polycab-POLYCAB,,Cables,1.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 1.5 sqmm - Yellow / Green-Polycab-KEI,,Cables,1.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-KEI-POLYCAB,,Cables,2.5 sqmm Al Earthing Cable,
,Al Flexible Earthing Cable 1C x 2.5 sqmm - Yellow / Green-KEI-KEI,,Cables,2.5 sqmm Al Earthing Cable,
,Sleeve Anchor Fastener Zinc Plated M10x75-Repute Make,,Welded MMS,Mechanical Anchor Fastener,
,4 Spikes Conventional LA without SSE logo - 14.2mm Dia - 1.2 Mtr - 250 micron-Sabo,,Earthing & LA,Conventional LA,
,4 Spikes Conventional LA without SSE logo - 14.2mm Dia - 1.2 Mtr - 250 micron-Torrent,,Earthing & LA,Conventional LA,
,"HDG LA Supporting Mast 3.8 Mtr with insulator, guy wire and fixing accessories-Torrent",,Earthing & LA,LA Stand,
,5 Spikes Conventional LA with Base Plate - 14.2mm Dia - 1 Mtr - 100 micron-Sabo,,Earthing & LA,Conventional LA,
,5 Spikes Conventional LA with Base Plate - 14.2mm Dia - 1 Mtr - 100 micron-Torrent,,Earthing & LA,Conventional LA,
,5 Spikes Conventional LA with Base Plate - 12mm Dia - 1 Mtr - 100 micron-Sabo,,Earthing & LA,Conventional LA,
,5 Spikes Conventional LA with Base Plate - 12mm Dia - 1 Mtr - 100 micron-Torrent,,Earthing & LA,Conventional LA,
,ESE Lightning Arrester with Level IV Protection & 107m radius of protection - Model: NOVA-Torrent,,Earthing & LA,ESE LA,
,"HDG LA Supporting Mast 5 Mtr with base plate, insulator, guy wire and fixing accessories-Sabo",,Earthing & LA,LA Stand,
,ESE Lightning Arrester with Level IV Protection & 107m radius of protection - Model: TARAN-Sabo,,Earthing & LA,ESE LA,
,ESE Lightning Arrester with Level IV Protection & 107m radius of protection - Model: TARAN-Torrent,,Earthing & LA,ESE LA,
,Conventional LA Spikes & Top with SSE logo-Sabo,,Earthing & LA,Conventional LA,
,Conventional LA Spikes & Top with SSE logo-Torrent,,Earthing & LA,Conventional LA,
,Digital Lightning Counter - 06 digits-Repute Make,,Earthing & LA,Lightning Counter,
,FRP Cable Tray Cover 50x50x1.6-Aeron,,Cable Tray,FRP Cable Tray Cover,
